rating,text,name
4,Folks.. I'm telling you.. if you go in early before it turns into a mini discotheque you will have a great time. I've been too several restaurants in the...,Balagan
4,We went to this restaurant on Sunday night and it was full so reservations are essential.  It is an Israeli French menu. The wait staff was very friendly....,Balagan
5,"So many great places in Paris, yet this creperie stands out! Fresh ingredients, nice vibe, good drink selection, off the beaten path. Everything savory or...",Le Chalet du 8ème
4,"Cute spot with cozy atmosphere. Service was fine. Great place to bring kids and enjoy easy casual dinner. Everyone enjoyed salad, crepes and dessert crepes....",Le Chalet du 8ème
4,"This creperie is a good escape from the hustle & bustle of Champs Elysées. Reasonably priced crepes (€7-12 for savoury, €4,50-8 for sweet). 
The ski chalet...",Le Chalet du 8ème
5,Very tasty pho. I asked for it spicy and got my butt whooped. Writing this review while pouring sweat because I didn't want to stop eating because it was so...,Pho Banh Cuon 14
3,"Saturday afternoon, the staff was welcoming. Beef vermicelli and chicken pho was just ok.",Pho Banh Cuon 14
4,"Wanted to try how pho was like in Paris and this was one of the most reviewed locations in Paris per Google.

Some differences I notice vs. from my...",Pho Banh Cuon 14
4,"Burgers are to die for! But that's really all the food they have, unless you like nachos or dessert. 
Service was decent, but there were 2 guys for the...",The Lizard Lounge
5,"We only got drinks when we stopped in, so the rating is based off of drinks alone. We ended up stumbling in here after dinner, and getting a couple of...",The Lizard Lounge
5,Ok so I had been living in Paris for two years when I found this place and was obsessed with the guac chip meal. I don't know if it was actually good or if...,The Lizard Lounge
4,"Great spot to grab some Taiwanese food and tea.  Serving size was very good.  The place seemed pretty popular, but it's possible to get a seat without...",Zen Zoo
5,"Had been wanting to get here for a while, and the line on an average Wednesday validated its popularity.  Thankfully I was there at 13h00, a bit past the...",Zen Zoo
5,"Doesn't matter what country I am in, I'm always looking for a local Taiwanese place or bubble tea. Thanks to Yelp - this is a simple task!

Walking distance...",Zen Zoo
5,"When my wife and I ate at La Tour d'Argent almost 28 years ago, I didn't know anything about the restaurant and didn't try its famous pressed duck. After...",Tour d'Argent
5,"Took my wife to celebrate our 10th Wedding Anniversary.  This is the best restaurant in the World, we had the corner table overlooking Notre Dame,...",Tour d'Argent
1,This is one of those restaurants living off of its reputation. The fact that they lost their Michelin stars and had to fight to try to get them back makes a...,Tour d'Argent
5,Great korean food in town!! I really love the taste of their foods!! Very recommended!! No wonder with the Michelin every year!!,Jantchi
5,"Coming from a Korean, this place is legit. We ordered about 5 dishes and all were delicious! One of the best restaurants we've had in Paris. Definitely hit...",Jantchi
4,"I came here around 7:30, and surprisingly, we didn't have to wait at all (although there was a bit of a line by the time we left.) My friend and I got the...",Jantchi
5,"This place is 2 legit. Amazing coffee, friendly staff, good vibez all around.

Def a good place to get work done, free WiFi and lots of people nerding out...",Lomi
4,"I came here with a friend on a Saturday morning around 10:45 AM in January 2020. The café is very cute and cozy, and it seemed like a pleasant place to get...",Lomi
5,What a fantastic find! We decided to take a chance and come to Café Lomi even though it was a bit out of our way and boy were we glad we did! This café does...,Lomi
5,"Went to tour the Louvre and found this quaint little Italian place around the corner. We had a
Wonderful lunch with caprese , mozzarella fried and an...",Enza & Famiglia Trattoria Pasta
5,"Another unbelievable experience, with a quaint setting, incredible food, and great service.  The pasta is sooooo good.  I had truffles with pasta, wife had...",Enza & Famiglia Trattoria Pasta
3,"diavola pizza was delicious, basically a pepperoni pizza. the aperol spritz was barely carbonated and not at all sweet, which was a let down. sodas are €5....",Enza & Famiglia Trattoria Pasta
5,"Just a friendly place with great espresso. I did not order food, but their waffles looked absolutely amazing. I do want to point out that indoor seating is...",Le Peloton Café
4,Chocolat chaud and gaufres! The waffle was nice and light. I ordered mine simply topped with powdered sugar (Nature/Plain). While not necessarily a filling...,Le Peloton Café
5,Wait- does everyone here speak English?!  Pretty much.  Depending on how you greet the people behind the counter- they will quickly flip to the language...,Le Peloton Café
5,"The Palais-Royal is a former royal palace located in the 1st arrondissement of Paris, France. The screened entrance court faces the Place du Palais-Royal,...",Les Jardins du Palais Royal
5,"It's just impossible to see everything and unfortunately, this lovely place was seen only as a nighttime walk by! Another vast connected network of massive...",Les Jardins du Palais Royal
5,Les Jardins du Palais Royal is located beside/walking distance from the Louvre museum. It is a beautiful park but of course not as grand as the Tuileries...,Les Jardins du Palais Royal
3,"Good service, helpful and friendly. It's a milkshake and Boba stop and not a healthy smoothie bar. No protein powder options.",Bubbolitas Paris - Bubble Tea Bar
4,"Considering there are only 6 bubble tea shops in Paris, Bubbolitas is pretty good in making standard bubble tea!

Coming from a city where bubble tea...",Bubbolitas Paris - Bubble Tea Bar
4,We drink a LOT of boba back home and we were missing it so we stopped into this place. Had a line out the door so we figured it must be good! They were...,Bubbolitas Paris - Bubble Tea Bar
5,"My Paris guidebook recommended Les Bougresses, one of the restaurants near Place du Marche Ste. Catherine - a small, romantic square off Rue St. Antoine in...",Les Bougresses
4,After a long day of site seeing and about 27k steps logged we wanted someplace close to our hotel for dinner and Les Bougresses fit the bill. Very nice...,Les Bougresses
5,Such a charming family owned restaurant; located in the Le Marais district. Really hipsterish kind of area. The restaurant is really quaint and cozy. I...,Les Bougresses
5,"I can't even start with Auguste. 

I made a reservation here based on a few tidbits of research, and of course expected a good meal but, had no idea I was...",Auguste
5,We enjoyed a delicious lunch here! Make a reservation and have your health pass ready!,Auguste
5,"Fancy but casual. Really great bargain for a tasting menu with wine pairing for about €150. No suit? Not to worry, khaki and collared shirt here.

Good for...",Auguste
5,"Perfection! We ordered Quiche Lorraine and also some amazing desserts and wine. I have never ever had such an exquisite quiche. The BEST. 
The inside is so...",Le Valentin
5,"In Paris, Passage Jouffroy is one of several historic passageways that provide shortcuts through large blocks of buildings.  Many of them now host...",Le Valentin
5,"A quick pop into this tasty little shop. It was quite nice to learn they did speak English and seemed quite okay to do so, which is not always the case....",Le Valentin
5,"tl;dr: inventive, delicious, relaxed, low priced

I came here with a group of friends on recommendation from another friend. he told me to order the tasting...",L'Epi Dupin
3,I think we had on an off day experience here. My brother and sis in law had been here 3 times before on previous trips and agree that this time the...,L'Epi Dupin
5,"This was by far the most sublime meal I had in Paris.
We chose a 6 course tasting meal for 52 euros each and we were so glad we chose the chef's choices as...",L'Epi Dupin
5,The hubby was craving fish and chips.  Tiny place hole in the wall on a small side side road.  Seats about 16  maybe more.  Great service by Aaliyah. Food...,Johana's Fish & Chips
5,"Amazing!! Our waiter was so great and personable. This was off in a nice alley that was nearby different cafes, and I'm so glad we decided to go here. We...",Johana's Fish & Chips
5,"I've heard great things about this place and it wasn't too far from the Airbnb so decided to stop by. The shop is incredibly small, so if you come with more...",Johana's Fish & Chips
3,Nice restaurant with a good decoration. The employees are very good and friendly. The food is good but the starters are expensive.,Gabriela
4,A really good and cosy Brazilian restaurant. The owners are cool and explain each meal. I started with salgadinhos and then had the moqueca mista my...,Gabriela
4,"Really cosy restaurant with a very Brazilian vibe, decorations that show you bits and pieces of the country with a tv shooting music and concerts from...",Gabriela
5,Excellent seafood place. Friendly family owned and operated. The seafood is so fresh it does not need any thing but a bit of lemon. The shrimp were sweet...,Langousta
5,"Came here about 7pm.
Perfect service
Ordered the la rouge & European lobster
I didn't really care for the Canadian lobster that came with the rouge but the...",Langousta
5,A small family owned establishment in a nice quiet neighborhood. I was in the mood for fresh langoustines (scampi) and this place showed up with great...,Langousta
5,"Ate dinner here at about 10pm.  It was moderately packed.  We were a party of 4 and got seated right away.  We ordered to share, we got the spaghetti...",Su Misura
5,All we had to do was walk by Su Misura and we knew the reviews must be 5 stars. This was the first Italian restaurant we decided to try because just the...,Su Misura
5,So my family and I had just visited the Eiffel Tower where we were able to enjoy one of the most recognized landmarks in the world. Afterwards we were...,Su Misura
5,"Quaint inside, looks very much like a French restaurant but quite spacious. We were able to seat 9 people after calling to make a reservation. They spoke...",Le Boui Boui
3,My wife really liked this place. I just thought it was so-so. I wasn't that hungry so I ordered a Poke bowl. She ordered a steak with some cheese potatoes...,Le Boui Boui
5,"Although we made a reservation for a Saturday night, when we walked in, we saw it was virtually void of customers. There was only one other party inside Le...",Le Boui Boui
4,"Your go to French food! 

I've been twice and the food here is simple yet good. Service for French food is made to order, so you may be waiting a bit longer...",Chez Lili et Marcel
5,Dined here before the concert at Accor Arena. Steak Tartare was amazing. It's a quick walk over the bridge if your attending a show. No tourists here just...,Chez Lili et Marcel
4,"pretty good.
service good by french standards.
kir royale was nice.
mai tai was horrible, would not recommend (no rum taste, too sweet).
salmon tartine was...",Chez Lili et Marcel
5,"I love and miss this cafe restaurant. We went here almost everyday while we were in Paris. 
Food & coffee is amazing, music,atmosphere is soo good and...",La Comète
2,"So... I just don't understand all the terrific reviews that La Comète receives.  

This review is based on only one visit... it was really busy and I...",La Comète
5,I came to La Comete twice when I was in Paris because it was super affordable and their escargot is amazing. If you come during their lunch hours (I believe...,La Comète
5,"I was amazed on the food from this restaurant, I had some beef cuts over mashed potatoes, there are no words for the hurricane of sensations in my mouth, IT...",Pizzeria Popolare
5,"You know you're doing something right when there's a line outside your restaurant. The first time we dined at this spot, the hubby and I waited an hour in...",Pizzeria Popolare
5,"very yummy pizza, authentic Italian! even our waiter Davide was imported from Italy along with the ingredients;) Malik was very nice and funny
do check out...",Pizzeria Popolare
5,The food here is very good. I wanted to try the duck and plantain dish but ended up ordering the ravioli. Also a good selection of wine and the atmosphere...,Le Petit Marché
2,"I usually never write review but this was very unpleasant racist experience so I had to write. We got to the restaurant at 7 and we are the first customer,...",Le Petit Marché
5,"Bonjour!! If you're ever in the local area of Marais,  come dine here. Mostly frequented by locals only, so do practice your French as the staff speaks very...",Le Petit Marché
5,"Nice bar& good drinks
Excellent duck confit
Attentive service-friendly staff
No outside space but food worth
Being indoors
Will return
Enjoy!",Café de l'Empire
5,We found this little gem by Musee d' Orsay. It seems like a neighborhood spot. We were the only Americans in there and people kept coming in. They offer an...,Café de l'Empire
5,"Le Empire turned out to be our favorite restaurant in Paris.  Dined here several times during our visit, including with family who also enjoyed everything...",Café de l'Empire
5,"I have known about Le Timbre for years, as I passed it numerous times when I stayed in this neighborhood of the Sixth Arrondissement.  It was owned by a...",Le Timbre
5,"This is a gem of a restaurant conveniently located   In the middle of one of the nicest areas of Paris. The food and presentation are exceptional, in the...",Le Timbre
5,"Small restaurant run by husband and wife. While the menu selections were limited, the food quality was excellent.  Wonderful personalized experience. The...",Le Timbre
5,"Ah.... Takara is as good as it gets!

My parents and I are obsessed with Shabu Shabu and it is quite difficult to find it in Paris. Well, Takara is known to...",Takara
3,"[FRENCH/ENGLISH]

Un bon restaurant japonais même s'il est un peu cher à mon goût. Malgré le prix élevé, la qualité est au rendez-vous.
J'ai pu goûté en...",Takara
5,"Must make reservation, almost got rejected, luckily managed to get a seat at counter without reservation.  Ordered the toro, uni sashimi, hamachi, and...",Takara
4,"An incredible place to visit with your trip to Paris. This restaurant used to be visited by the likes of Napoleon (you can see his hat upstairs), Voltaire,...",Le Procope
3,"First let me start by saying I love the historical flavor of this restaurant, it is finely appointed and the staff were very good.
We started with the...",Le Procope
3,"Bottom line: Ate undercooked scallops and in line with the lukewarm food came the equally temperate hospitality displayed by the staff. 

The place has a...",Le Procope
5,Wonderful restaurant. Food was wonderful. It's worth the trip from New York. Tini - tho owner has a lot of pride in his establishment and is a great host....,Albertini Restaurant
5,"Great food, service, pace, and price!
We came in close to starving after a full day touring London. No happy hour specials but the prices are already pretty...",Albertini Restaurant
5,Yoooo!! My British mates?!! What's this little gem of an Italian spot you've got going on here!! And Thank you my fellow English Yelpers for your feedback...,Albertini Restaurant
5,"Very excited about finally making it to Oblix At The Shard. Not that hard to get a reservation!
Be prepared. Entrance requires a pretty strict security...",Oblix At The Shard
5,"This was my second time at the Shard, but my first time at night. Oblix is an absolute stunner from the moment you enter its corridor of lights. Since my...",Oblix At The Shard
5,Oblix has one of the nicest views of london. Oblix located at the shard are separated into two separate dining rooms and an open bar. Reservations can be...,Oblix At The Shard
5,"We visited recently on the recommendation of a traveling friend who'd been here in the past, and we found it to be an absolutely wonderful neighborhood pub...",Hereford Arms
3,I was here on a Monday afternoon so the atmosphere was sparse and probably not the best. I came based on other reviews but would not recommend myself. The...,Hereford Arms
4,We came here by happenstance - killing some time walking around on our first day in London.  The hospitality awaiting us from the bartender was impressive -...,Hereford Arms
5,"Amazing! My sister is a vegan, and the had not only a separate menu, as well as different snacks (such as vegan chocolates!) Marco (our server) was very...",Galvin at Windows
4,This is a great spot for cocktails and views of the city. Upscale and elevated indoor rooftop bar. Go for pre-dinner drinks. I feel like the sunset would be...,Galvin at Windows
5,"I could swear I reviewed this magnificent experience before and it somehow disappeared. It's one of my favorite spots to dine in London. 

Should I write...",Galvin at Windows
5,"Being in London for over a week, my brother and I were craving burgers! We were staying just up the street and it was a short 5 minute walk. 

We were...",Byron
4,"They recently changed the menu, but it's still as good as ever. Friendly staff, great burgers, decent prices. 

Even though it's a chain, I do enjoy...",Byron
5,"Lovely spot
Had the burger and it was delicious and good choices of drinks.   Customer service is also great and friendly.   Worth going again",Byron
5,"Was a great pub but has been merged with the Richard I next door. Three pubs close to each other in Royal Hill did feel like a lot, but I will miss the...",The Greenwich Union
4,"Was warned London only has potatoes to offer, this pub place proved that was so wrong. Food was surprisingly good! Felt like still in New York. Lol.   

My...",The Greenwich Union
5,"We didn't really venture too far from London proper during our recent trip to the city, but decided it was worth the time to visit The Greenwich Union for a...",The Greenwich Union
5,"Stayed at a hotel next door and decided to check out this pub for an easy meal. What a great find! 

The low down on the food- Enjoyed the steak pie and...",The Admiralty
3,"I've seen a lot of great vlogs/reviews about this place and we stopped in starving one day on our trip and it is just a tourist joint. The food was fine,...",The Admiralty
4,"It was tipping down with rain and we were drenched so a need for shelter. The Admiralty came into view, perfect. The place was jam packed but they found us...",The Admiralty
5,EXCELLENT! ABSOLUTELY EXCELLENT! Four of us went to celebrate lunar new year and could not have asked for a better experience. We were seated very quickly...,Joy King Lau
4,"I have a friend who is even more obsessed with dumplings, including dim sum, then I am, so we were excited to get together to eat some!

The food came out a...",Joy King Lau
5,"Joy King Lay is one of the staple dim sum restaurants in Chinatown (and all of London), and it does not disappoint. It's stacked four stories high and still...",Joy King Lau
5,I've enjoyed Ottolenghi's dishes by way of his cookbook and recipes for years now so I definitely had to come dine at one of his restaurants while I was in...,Ottolenghi
4,"I had a lovely breakfast at Ottolenghi on lunch recent trip to London, a place I have wanted to try for quite some time. I received a very warm welcome from...",Ottolenghi
5,My one culinary goal for my London trip was to dine at an Ottolenghi restaurant/cafe.  My friend was open to the my suggestion.  This location was closest...,Ottolenghi
5,Me and some friends came here for dinner our first night in London. The area it is in is really cute and lovely. The food was really good and I would come...,Bravas Tapas
4,"Imagine my determination to visit this restaurant when a friend all the way back home in NYC told me about it. ""It's my favorite restaurant in the world and...",Bravas Tapas
5,This place was a Yelp find and I loved it! All of the food is tapas style which was great because we got to try most of the menu! We had most of the items...,Bravas Tapas
5,"Best food and value..honest real food!
Staff is fantastic..
Come to this restaurant for years and never disappointed..",Pierre Victoire
5,Truly delicious French cuisine!!! A pre-fix menu with the main traditional French dishes with a little twist. The duck confit was spot on. The atmosphere is...,Pierre Victoire
4,"Not. Too. Shabby. :)

My friends and I were exhausted after a long day of work followed by networking and wanted someplace to eat. We know Yelp isn't a big...",Pierre Victoire
5,As soon as we entered we were warmly welcomed by Sukh. I had vegetarian panini and was made very well upto my taste. Lovely food warm welcome just made my...,De Vine Restaurant and Coffee Bar
5,"Located under a railway bridge, De Vine is a beacon to hungry (and probably hungover) travelers and locals alike. Service was attentive but not overbearing....",De Vine Restaurant and Coffee Bar
5,This was our first breakfast since arriving in London from the states. Just a short walk from location of Tower Bridge area. The breakfast was fantastic and...,De Vine Restaurant and Coffee Bar
5,"Honestly I didn't expect my last meal in London to be at a Polish restaurant, but by some random fate our Uber driver earlier in the day was Polish and...",Daquise
4,I loved everything on the menu but found the execution competent but did not live up to expectations. Everything looked so good I started with two types of...,Daquise
5,"Don't for one minute think that Polish food is dull or bland - pick wisely from the menu at Daquise ( and that includes some vodka), and you will feel like...",Daquise
5,"If you are in London and you Jones for an actual bagel (beigel!), this is the place. I had the bagel with salt beef, their mustard, and a big ol kosher dill...",Beigel Shop
1,"I was ATTACKED physically in this shop. 

I walked in on a video phone call to show my friend what to order, and a man (pretending to be) on crutches yells:...",Beigel Shop
4,"Two bagel shops on Brick Lane right next to each other, I picked the one with the shorter line.  Bagels aren't as good as NY but were decent.  The meat was...",Beigel Shop
4,"When I first moved to London, my cousin had moved away, (not avoidance because I was going to be in the city, may I add), and all he could ever say as his...",The Hummingbird Bakery
4,"Location:
At soho area, I happened to encounter with The Humminbird Bakery. Place is definitely decorated with warmth and heart. Pinky decoration, pinky...",The Hummingbird Bakery
4,"Walking by and had to walk in, so tempting looking. There was a bit of a crowd which gave me time to look around. Wow, everything looks so good, what to...",The Hummingbird Bakery
5,"One of London's oldest pubs?  Sign me up.

Recommended by a friend, I took the journey out to her place to have dinner here.  Love the overall vibe of this...",The Mayflower
5,"I absolutely loved The Mayflower for so many reasons. It is adorable, cozy, and has an amazing staff. The employees where all so kind, loving, and caring....",The Mayflower
4,Absolutely loved this place! Was a little confused at first. You walk in and it's a VERY lively bar. Started to wonder if my son could eat there. The...,The Mayflower
5,"We went for our anniversary dinner and absolutely loved it. 

We found an Open Table deal for 3 courses and a glass of champagne for £35. We ordered fois...",Launceston Place
4,"Fine dining modern eats in a quaint posh neighborhood. 4.5 stars 

Food: 4, Atmosphere: 4, Service: 3
Cost to worth it rating: 3
Return worthiness: maybe...",Launceston Place
5,"Fantastic.  Was here with a group (12) for dinner, and this place did not disappoint.  The service was fantastic, the setting was great, and the FOOD was...",Launceston Place
5,"Since I'm a naughty little boy, the first thing that comes to mind for me whenever I see the Gherkin bursting through London's skyline is not a cucumber of...",The Gherkin Swiss Re Tower
5,The food was great and the view was even better. If you're in London check out the Gherkin!,The Gherkin Swiss Re Tower
5,"Another architectural gem!  I love London's skyline with its combination of historical wonders, a giant ferris wheel and some of the most modern unique...",The Gherkin Swiss Re Tower
5,"Adorable restaurant, we were kindly greeted into the restaurant by the owner. We ordered a starter of their in house made to order bread with hummus and it...",Mohsen
4,"Fun experience trying Persian food for the first time. Excellent service and large portions that we shared. No one left hungry.
Authentic decor in a family...",Mohsen
3,"Had a nice dinner here with friends on a recent trip to London.  Owner / operators were very cordial and accommodating with our group

We ordered a wide...",Mohsen
5,"PRE-RONA.... 

This is one of my favorite places in London. Sometimes you want to go to a spot that has a bunch of variety and is close enough to the hustle...",Momo
4,"Jesus Christ. I need a medal just for finding this place on foot. 
 They would not take a walk up reservation ( got there at 5 and did not start serving for...",Momo
5,"Such an amazing discovery in London!
We were looking with my friends for a place to seat and have a tea/coffee. We were around Regent street and we found...",Momo
5,"Holy macaroni! Hold your horses Batman. This is an awesome spot. I ordered a ""Big Bubble"" and the flavors were amazing. Imagine the best Aussie hipster...",Lantana Cafe
5,"Great breakfast place. I had the avocado toast and a latte. Friendly staff. Clean decor. It's a small
Space with limited seating.",Lantana Cafe
5,"Love love love this place!! 
Nice cosy cafe house with good coffee and brunch menu 

It's quite a small place, but if you don't mind waiting you will get a...",Lantana Cafe
5,We were taking a stroll down Portobello looking for a bite to eat on Christmas Eve. Most of the usual food vendors were closed and then the urge for a full...,Electric Diner
5,After 8 months this family of Los Angelinos in London eating experience has not been great. I know we're spoiled in LA and there really isn't much...,Electric Diner
5,(delayed review) Went to London for thanksgiving and was so delighted to find the electric diner to celebrate at! The standard thanksgiving menu they had...,Electric Diner
5,"This is a really cool speakeasy, located inside a Breakfast Club. The ""secret"" door is their Smeg fridge! The inside is not very large, but with...",The Mayor of Scaredy Cat Town
5,When it comes to speak easys or dive bars A lot of the time you just have to find the entrance on the street and that's that. Here you have to say the magic...,The Mayor of Scaredy Cat Town
4,"Sure, you could walk straight into any other bar, but what fun is that? Not only does The Mayor of Scaredy Cat Town have a name that'll at least make you...",The Mayor of Scaredy Cat Town
5,"Best fish and chips I've ever had. I had the Cajun Fish and it was perfect. The chips were fresh slices of potatoes and the sauces were homemade. 
Portions...",HOOK
4,"The fish and chips were okay here.  My husband was a little surprised because it was made out of ""real"" fish lol.  The fish came from fillet where they kept...",HOOK
4,"THIS is THE place for fish and chips in London! 

I ate dinner here for the second time during my most recent trip to London. Hook is located in Camden...",HOOK
4,"Drink: Earl Grey Milk Tea with Boba

Was really excited to try a boba shop in London Chinatown, and it was good but not anything new. The earl grey milk tea...",Biju Bubble Tea Room
2,Tried the hong kong milk tea and too powdery not gonna waste my time reviewing here. Not worth the money and not recommended and dont waste your time here...,Biju Bubble Tea Room
5,"Their most popular drink was Hong Kong milk tea so I gave it a try. Good quality of tea used, as it was very smooth even tough the tea was indeed bitter.
I...",Biju Bubble Tea Room
4,"Small underground spot but with very good food. I had a Mutton Roti Canai that I liked a lot.

The place has apparently always a big line and you should use...",Roti King
5,"Run, don't walk to Roti King because the lines get long. You can preorder for take out, but wait for that can also be long. We ended up doing the latter...",Roti King
4,"Came here again but on a Wednesday evening at 5:45pm, and there was no queue - got in immediately! This time, I ordered the roti chal (vegetarian) and beef...",Roti King
4,"aesthetic wise it's so pretty and is a great place to get cute photos
but it's a very small cafe and everything is a bit cramped 
the food came cold but was...",Peggy Porschen Cakes
5,"These cakes were delicious! Got a vanilla and strawberry cake when I came here as a tourist with my family and wow, those cakes are something I'll remember....",Peggy Porschen Cakes
3,"This place is aesthetically pleasing.

That's basically the whole review. To be honest, I was quite disappointed when I arrived. They don't take...",Peggy Porschen Cakes
5,"On the way from King's Cross to our hotel, I caught the scent of France. Right there on the grey London pavement it smelled like my youth; fresh breads and...",Aux Pains de Papy
5,"Aux Pains de Papy is an unassuming bakery, but don't let looks fool you. Here's where they bake the best croissants in the entire UK! The chocolate almond...",Aux Pains de Papy
4,"Very nice bakery with kind of home-made pastries. I had a Pain au Chocolat which was huge but very ""light and airy"" that you could eat several of them!",Aux Pains de Papy
5,Wow. Incredible meal. Highly recommend. Fresh and cooked to perfection. Great spot if you are looking for something different!,Fez Mangal
4,"On a recent trip to London, the wife and i spent our Saturday morning walking around Notting Hill at the Portobello Rd Market.  After 3+ weeks of traveling...",Fez Mangal
5,This is THE Turkish restaurant.  I cant say anymore.  No other spot in London comes close,Fez Mangal
5,"There's nothing not to like about this exceptionally unique restaurant. From Jude, the adorably attentive manager, to Charlie, one of the chefs handling the...",Kiln
4,This one of the place I go when craving for some authentic Thai restaurant. The food was great. Everything is absolutely amazing. From the noodles to...,Kiln
5,I pretty much have an undying love for kiln. I discovered them over the summer and have been going back constantly ever since. I love the rotating menu but...,Kiln
5,"Delicious meat pies on the lower level. We had the beef & stout and the chicken curry, which were both phenomenal. I would highly suggest adding the mashed...",Battersea Pie
2,Honestly I was a bit disappointed.  The pies were solid- we had the Chicken and Mushroom and Steak and Stout.  The setting is disappointing.  We had wanted...,Battersea Pie
5,"Battersea Pie Station, under the arches of the lower ground floor of Covent Garden's Market Building, serves up proper British grub.

Simply look for The...",Battersea Pie
5,"These are the best burgers you'll have in London. I'm not joking. 

These burger patties are made with high quality beef and served medium rare. They're...",Bleecker
3,It was rated best no 1 in the uk not sure why but so i got to try it because i saw the ads. Tried it and it was good to be honest but it was just small and...,Bleecker
3,I felt fooled. I'm not sure what I was expecting but their tofu burger is a slice of tofu with sauce on top. The sauce was good but nothing spectacular....,Bleecker
5,"I've lived in England for 5 years while serving in the military and back then I never had a proper English Breakfast.  Back then, English cuisine wasn't the...",Where the Pancakes are
4,"Amazing place for pancakes lovers like me !
The place is really busy so I recommend to book in advance to guarantee a seat, especially on Sundays. 
The menu...",Where the Pancakes are
4,My partner and I were in the area looking for a bite to eat and landed here thanks to the great Yelp reviews. We tried the Turkish and the Royal. Both were...,Where the Pancakes are
5,This Museum is way cool.  There is some very strange things to view from every part of the body as well as the archaic tools that were used to remove or...,Hunterian Museum
5,"Well first of all it's free to visit. Ahem! FREE....to visit. For a tourist, it's almost virtually unheard of in London other than some of the art museums...",Hunterian Museum
5,"Both the most underrated museum and best early-on date location in London! 

The Hunterian Museum is actually part of a collection of museums across the UK...",Hunterian Museum
5,"DO NOT make this your first meal in London because you will not want to eat anywhere else. 

Byward Kitchen is so unique, in so many ways. From it's...",Byward Kitchen & Bar
2,"Claims to be open all day every day for breakfast, brunch, lunch, dinner. Not true. Went at 4:20pm on a Saturday and the kitchen was closed",Byward Kitchen & Bar
4,"Byward Kitchen and Bar is actually a quiet, laid back café attached to a very old and beautiful little church! I have to say that it kind of amuses me that...",Byward Kitchen & Bar
5,"Sensational food, funky decor, sneaky hard to find address, brilliant cocktails and a grand piano.
Recommended by D1's boyfriend and Jeremy Stopmaster...",Bistrotheque
3,"Solid cooking and high quality products. I wouldn't said my mind was blown but I had a good time.

Staff if very good and the ambience is nice.

As starter...",Bistrotheque
3,"I wanted it to be better. Half items from the menu were missing so I asked for recommendations. Steak tartare was good, side salad was so salty I couldn't...",Bistrotheque
5,"I really liked the cocktails, I ordered The Americans and my wife had the Foragers Martini which was very good, a strong natural berry flavor.

The food was...",Farmacy
3,I was served absolutely scalding soup that caused a severe burn in my mouth. They should know better- this was guaranteed to cause a burn and was not normal...,Farmacy
5,I love this place so much. It was close to our hotel. Even though they were busy and we had no reservation they found us a spot at the bar. The service was...,Farmacy
4,"Came here as an ignorant tourist I had no idea where I was or that there was even food, that was my fault BUT the coffee was really good. Like, what are...",Shoreditch Grind
4,"Being from Los Angeles, I love me the coffee scene in any way, shape, or form. Is place is in one of the busiest hubs in e city, located right across the...",Shoreditch Grind
5,"Loved this place right down the street! From their cocktail sign to their punny saying on the front of their shop, this place is super cute and trendy. They...",Shoreditch Grind
4,Great burger place that has the impossible burger and lots of add one. Food was fresh and service was great!,Byron
5,"Great Burger place!! Higly recommend if you are in the area and craving some gourmet burgers! But the price is still very reasonable!

This restaurant is a...",Byron
4,"4 stars for their burger ordered at medium rare and friendly, prompt service.
Their fries were meh.
Their onion rings were not worth the £4 price; 2 rings...",Byron
5,"Absolutely love love love everything about this place. 
Great food -- lovely staff -- well price -- relaxed ambience

It's my go to for a nice catch up meal...",KIN
2,"I ordered the Singapore noodles vegan, which turned out to be a highly underwhelming dish. It came with some tofu puffs but the overall dish/noodles needed...",KIN
3,"Food: 2 | Service: 3 | Ambiance: 4 

I've had my fair share of Thai food (in both California and Thailand). I ordered the Tom Yum, which I believe to be one...",KIN
5,"This is THE SPOT for simple, delicious seafood. We didn't have a reservation but they were able to seat us immediately on a Friday evening. We ordered...",Wright Brothers
4,"I didn't realize that the Wright Brothers are a chain restaurant at first. I started to avoid chain restaurants a while ago, but I didn't even notice it...",Wright Brothers
4,"Place is nice if you want seafood. Food is fresh. Jersey oysters a bit too skinny, next time I'll order different oysters. My clam and calamari dish were a...",Wright Brothers
5,Very nice church from the 18th century.  They hold classical music events in the evening.  I went there for a performance of the four seasons violin...,St Martin in the Fields
1,"I have not visited in person, but I have ordered from their gift shop online. I placed an order worth over £100 in the beginning of March, and as of April...",St Martin in the Fields
5,"Perhaps known more to classical music fans from overseas as a venue for music that gave rise to the Academy of St. Martin in the Fields chamber orchestra,...",St Martin in the Fields
5,Went to eat here and tried Turkish food for the first time here with my family. The restaurant was nice looking inside and outside. Service was good and...,Efes
3,So the idea is sound.  A very authentic Turkish place with the food Ina ready to cook form.  I think we ordered the wrong stuff or perhaps caught them on a...,Efes
5,The best way to convey how much I liked this place is by letting everyone know that I came back for dinner again only two nights later.  I had the lamb...,Efes
5,"Amazing food, wine & atmosphere! My Nana & I visited in 2017 & had a wonderful time here! I'm just now reviewing so I never forget the name.",The Port House
4,"Start to finish a joy. We worked our way thru a wide variety of tapas in a lively bar with talkative bartenders. From the G&Ts to a bottle of bobal, we...",The Port House
5,Listen you crazy review followers; this is one place you just have to come and visit. For years on energy London trip I make my way here and every time I...,The Port House
