tsne1,tsne2,label,label_predicted
43.07827,32.05892,drink,3
17.648989,34.884914,drink,4
34.922813,23.406862,drink,4
34.21941,19.578268,drink,4
3.3975596,47.49599,drink,4
27.404959,19.091566,drink,4
15.644677,30.862444,drink,4
8.516505,14.259092,drink,4
18.000021,14.733002,drink,0
35.130486,19.758455,drink,0
22.52437,22.609236,drink,2
2.3509953,26.591833,drink,4
32.383602,13.739481,drink,4
24.391329,26.924215,drink,4
26.702026,52.555355,drink,4
44.618576,32.453938,drink,4
-0.074625544,28.483158,drink,0
11.350178,24.455086,drink,4
15.26112,47.408024,drink,4
23.436771,24.279799,drink,4
6.2832603,31.616386,drink,4
7.3380356,24.776546,drink,4
26.887508,47.03131,drink,4
29.672255,24.468313,drink,4
7.992834,41.745213,drink,4
9.644193,27.661243,drink,4
36.72266,32.643707,drink,4
15.174216,35.04201,drink,4
26.626785,20.90977,drink,4
30.211067,38.35913,drink,4
25.482288,16.738867,drink,4
-0.52112794,10.3872595,drink,4
2.3967557,32.12807,drink,4
25.404081,54.574863,drink,4
9.822391,25.199682,drink,4
22.820057,21.471924,drink,2
4.2862506,30.186302,drink,0
24.627945,43.905376,drink,4
31.654007,35.04134,drink,4
24.173485,11.898113,drink,4
5.7722898,26.757133,drink,4
4.788663,39.72639,drink,4
19.42064,48.205322,drink,4
25.482407,16.738958,drink,4
29.013718,25.361685,drink,0
16.81807,31.265783,drink,4
4.1680727,21.510159,drink,4
28.64309,45.67837,drink,4
33.4644,27.716637,drink,4
32.060253,39.153393,drink,4
31.730164,43.19001,drink,4
2.5598507,31.738516,drink,0
-3.8519046,8.93875,drink,4
10.250762,23.966936,drink,4
49.047813,60.31758,drink,4
7.0989666,44.174675,drink,4
12.528749,25.675896,drink,4
33.422295,35.21868,drink,4
-26.982403,19.721346,drink,4
-16.2908,42.82453,drink,4
40.14764,52.24139,drink,4
28.765163,45.593716,drink,4
17.055344,29.405794,drink,4
8.257306,14.977366,drink,4
19.986681,26.13351,drink,4
26.884731,35.081467,drink,4
20.34649,41.89857,drink,4
25.834154,37.55972,drink,4
8.298594,43.216644,drink,4
19.364601,51.29688,drink,4
25.866768,19.47343,drink,4
6.793334,32.497562,drink,4
49.394474,59.986477,drink,4
17.204338,11.234421,drink,4
19.35652,51.290047,drink,4
-23.076834,40.183605,drink,0
13.906251,33.4634,drink,4
-27.313572,-30.879543,drink,0
39.953953,44.126923,drink,4
39.33374,19.237936,drink,4
8.290413,51.052677,drink,4
19.229393,34.34752,drink,4
6.66197,30.446249,drink,4
-15.399586,35.436146,drink,4
10.521719,60.505226,drink,4
-5.0159736,27.484306,drink,4
10.626611,43.879982,drink,0
9.082201,34.543972,drink,4
-15.095278,36.0834,drink,0
20.462404,22.989141,drink,4
-11.741236,36.42691,food,4
8.987748,-40.269966,food,2
41.185234,-0.39519128,food,3
27.60771,-0.60025704,food,4
67.710335,-13.69358,food,3
25.846514,15.784875,food,4
44.29199,1.6295732,food,3
66.25353,-1.1026789,food,3
59.574814,-12.64821,food,3
12.160285,4.3732333,food,4
-12.189441,36.361786,food,0
50.32328,5.01438,food,3
38.121708,0.35327065,food,3
42.61912,-19.38104,food,3
65.046555,-2.7571516,food,3
31.128756,0.7061916,food,3
-2.9748173,11.185415,food,4
21.894667,23.289293,food,0
58.188103,-12.739793,food,3
47.96402,15.553482,food,3
32.776657,-2.963915,food,3
36.452774,-5.6042995,food,3
66.512184,4.3781075,food,3
65.41404,-7.090137,food,3
20.291826,7.108939,food,4
42.008064,-4.251689,food,3
65.95678,-4.1053286,food,3
50.152767,-11.97432,food,3
-25.679003,40.35105,food,4
74.266846,-4.9497023,food,3
48.31863,-4.1236806,food,3
60.61394,-23.148445,food,3
37.67889,-1.7349098,food,3
56.757786,-8.111779,food,3
46.244797,-16.509556,food,3
26.914854,-15.087667,food,2
45.242733,17.093958,food,3
52.01332,-14.847269,food,3
36.925774,9.3025675,food,3
51.795166,0.02719549,food,3
65.63071,-4.4774785,food,3
41.811134,-27.590202,food,3
30.776335,28.85674,food,4
61.766216,-8.305789,food,3
0.03996431,7.4758635,food,3
33.42442,4.504379,food,3
37.101017,-7.8605723,food,2
63.968796,-6.9209304,food,3
44.39453,1.2847744,food,3
54.940117,-3.8960092,food,3
71.66684,-10.167622,food,3
60.114647,-10.719334,food,3
64.750534,1.8868483,food,3
40.44745,-9.903052,food,3
51.002228,-16.433968,food,3
45.265167,8.868982,food,3
39.512043,7.921471,food,3
69.26294,-14.993613,food,3
41.484238,3.004384,food,3
-22.046848,-37.530476,food,0
8.02913,-18.583618,food,2
47.712692,-10.027421,food,3
45.478584,-18.154854,food,3
43.762028,-21.452925,food,4
-13.528688,35.239,food,3
17.92136,50.15454,food,4
51.637016,4.146692,food,3
45.72602,-16.12817,food,3
54.11551,-16.552717,food,3
57.694782,1.9203641,food,3
50.872078,14.631992,food,3
44.84736,17.649305,food,3
74.97749,-0.14793493,food,3
52.332203,14.284893,food,3
55.973293,6.4730225,food,3
56.32103,-2.5495532,food,3
49.878952,-3.5979786,food,3
70.361046,1.442031,food,3
51.596714,-3.8834379,food,3
62.927,-11.966354,food,3
16.36663,4.6013737,food,4
58.522884,-8.9505415,food,2
49.304535,17.71081,food,3
50.667706,6.63514,food,3
56.988003,-14.081409,food,3
75.57252,-6.0812488,food,3
49.12956,10.204092,food,3
30.010124,16.63669,food,3
44.67256,45.25671,food,4
30.7145,7.0293913,food,4
40.56742,-12.346752,food,3
16.60017,13.171826,food,4
41.851227,-8.044361,food,3
-17.044737,34.76263,food,4
38.07532,-7.282164,food,3
37.35896,-21.896183,food,4
63.99896,-13.256785,food,3
46.997425,38.988766,food,4
36.678406,26.007607,food,4
16.27157,1.1744399,food,4
45.46391,11.630489,food,3
65.2373,-10.359507,food,3
33.471382,-6.698414,food,3
27.63182,49.352276,food,4
37.55374,-1.9257733,food,3
-19.481543,39.021473,food,4
44.05168,-9.401376,food,3
10.987071,4.6962166,food,0
46.72882,-20.95306,food,3
52.436855,18.388962,food,4
46.12401,-12.456855,food,3
53.510582,16.807318,food,3
60.59197,-4.412479,food,3
46.52213,-28.907232,food,3
30.011421,-13.5965,food,3
53.32025,-7.915659,food,3
44.5306,-2.5775714,food,2
59.998245,7.490108,food,3
34.364594,3.4308817,food,3
49.78116,-20.238297,food,3
-18.55414,39.20097,food,0
70.06295,5.8082743,food,3
70.99185,-9.193323,food,3
48.641403,-16.154835,food,3
41.261215,2.5421445,food,3
46.997425,38.988766,food,4
62.237743,17.025282,food,3
50.6775,-17.791708,food,3
46.52213,-28.907232,food,3
50.345978,-8.292707,food,3
21.015705,-2.3614206,food,3
46.05507,-8.09284,food,3
42.02671,-10.518134,food,3
31.382496,-4.0798182,food,2
61.499588,-14.615363,food,3
30.845097,10.694851,food,4
24.123026,4.8828077,food,4
37.863293,13.697072,food,3
63.540134,-17.910631,food,3
-8.337042,-9.514136,food,0
53.681293,10.887681,food,3
64.816124,-0.15463573,food,3
62.697315,-9.203717,food,3
41.80758,8.406561,food,3
43.443295,8.00752,food,3
26.497816,31.268799,food,4
59.124855,-8.131743,food,3
62.805676,-7.751125,food,3
34.38478,-12.958223,food,2
56.68881,-5.7965546,food,3
58.907585,7.758273,food,3
3.5766451,-10.368602,food,0
-6.5994296,47.213543,food,0
54.684425,-10.447327,food,3
36.50189,2.387684,food,3
26.806929,21.277826,food,4
61.30587,8.940634,food,3
48.018322,15.575422,food,3
69.20085,-6.0742307,food,3
47.689907,-17.814009,food,3
55.63057,-4.649315,food,3
52.159462,-12.45106,food,3
56.49252,10.030485,food,3
49.42906,-18.61235,food,3
63.985455,-3.7889345,food,2
0.5590448,-9.497431,food,3
43.043724,6.628774,food,3
56.931126,-20.201084,food,3
34.457207,-23.646317,food,2
46.040634,8.484863,food,3
57.3128,14.057353,food,3
55.74928,11.726806,food,3
48.075676,11.652999,food,3
51.000175,-23.43404,food,3
15.42107,8.448881,food,4
-19.746538,38.711567,food,0
56.500103,-16.701157,food,3
52.830536,8.966963,food,3
48.440823,13.248126,food,3
53.322098,-22.45464,food,3
53.38224,20.307825,food,3
62.642567,2.3310497,food,3
28.567354,-10.929878,food,4
61.27083,1.0129563,food,3
51.076096,18.717028,food,4
50.936848,-0.08475554,food,3
48.328407,19.173456,food,2
60.487156,-13.3681755,food,3
34.374153,0.57464755,food,3
3.5484219,-7.2324033,food,0
64.54781,9.167988,food,3
56.366425,-10.885063,food,2
50.76134,-0.86645865,food,3
49.809895,-20.286936,food,3
30.879473,-1.0982288,food,3
35.851734,-10.915173,food,2
-14.434478,30.874847,food,4
19.62474,19.602957,food,0
38.688267,-13.209878,food,3
40.55001,0.43092856,food,2
-14.340014,33.291245,food,4
65.38449,-7.9107957,food,3
34.121048,17.423265,food,2
49.272808,5.8595886,food,3
-12.464924,38.240208,food,0
11.130561,-47.51243,food,2
68.26627,-2.4831216,food,3
66.75936,7.4837527,food,3
39.957,16.15079,food,3
41.865585,0.37974265,food,3
72.312,17.081718,food,3
37.15191,-31.413925,food,3
49.184723,-8.392864,food,3
31.775726,10.542229,food,4
46.248524,10.054425,food,3
61.029675,5.187818,food,3
41.149437,14.002754,food,3
54.921547,15.580998,food,3
51.299873,-12.492717,food,3
41.278877,-6.3379836,food,3
57.563892,11.542295,food,3
43.407772,16.241592,food,3
16.39391,4.5901237,food,3
46.090736,3.265509,food,3
54.919,8.450675,food,3
6.567916,30.37494,food,4
58.41746,5.7784,food,3
60.44131,-19.380257,food,3
38.69147,-3.4645307,food,3
60.799274,0.13002524,food,3
3.1783807,0.36299425,food,3
60.84062,-11.760282,food,3
42.686073,10.866974,food,3
53.742683,-26.475122,food,3
44.734722,8.792468,food,3
17.93432,-2.0863209,food,4
21.504051,-4.543033,food,2
45.790173,13.808543,food,3
62.21225,-10.634829,food,3
-16.59431,32.186726,food,0
17.889214,10.04802,food,4
45.470238,-1.8637954,food,3
47.47309,5.0273447,food,3
32.736397,4.5142546,food,3
32.408524,-7.1342053,food,3
39.300175,7.820464,food,2
44.02847,-6.2732434,food,3
29.349817,-2.9084706,food,3
33.7356,-1.8041835,food,4
38.00321,5.431565,food,3
-8.487926,11.971891,food,4
74.02828,11.600233,food,3
47.883812,0.50508225,food,3
44.67256,45.25671,food,4
70.91491,0.6644607,food,3
65.28791,-11.519517,food,3
60.704304,-14.813372,food,3
47.288998,-17.942476,food,3
47.378582,-18.996227,food,3
0.47399336,-9.957277,food,4
-8.398028,36.620483,food,4
17.93432,-2.0863209,food,4
57.177567,-18.997637,food,3
52.71896,1.0884897,food,3
12.798571,2.4320323,food,3
51.507195,16.154058,food,3
37.01482,4.1831155,food,4
45.9378,-24.298744,food,4
44.79141,-18.24402,food,3
33.445827,8.856557,food,4
62.790913,-1.987162,food,3
64.360664,6.101273,food,3
33.261116,-10.365578,food,3
40.400806,9.154179,food,2
45.33918,6.6268926,food,3
58.82403,-15.636935,food,3
46.69578,-21.128412,food,3
57.62986,-3.7779994,food,3
62.116913,-5.7648077,food,3
19.149542,2.6132045,food,3
59.081436,10.049249,food,3
51.113613,-23.851316,food,3
31.300592,9.084193,food,3
68.447495,4.8690505,food,3
15.672581,-8.456951,food,3
66.469925,-12.180899,food,3
27.211958,13.894637,food,3
57.528023,-2.004349,food,3
55.421574,-8.191144,food,3
74.02828,11.600233,food,3
48.040474,-4.604225,food,3
29.972132,12.0441475,food,4
21.442007,9.983204,food,4
40.644154,-23.483868,food,4
35.264046,-2.469373,food,3
49.56653,-4.2672644,food,3
40.06015,-11.981713,food,3
42.20335,14.330878,food,4
45.155396,-1.4058318,food,2
57.00573,2.0120535,food,3
54.09067,-17.684053,food,3
33.626736,-6.687962,food,3
47.842655,-3.1565635,food,3
68.93828,-6.4286933,food,3
46.12067,-4.823164,food,3
36.28594,-10.459901,food,3
37.116383,2.7984138,food,3
72.07012,2.1510763,food,3
72.56746,-1.6430199,food,3
29.516634,-0.17784353,food,3
68.02932,0.91129565,food,3
37.524593,11.800338,food,4
44.0022,-12.365289,food,2
29.861338,0.526946,food,3
23.704548,-6.666045,food,3
20.550602,11.65083,food,4
43.58403,1.275372,food,3
8.866327,3.5084662,food,4
30.510565,3.0735903,food,4
64.95476,-16.002466,food,3
12.132408,9.966422,food,3
46.12962,-7.497621,food,3
49.8524,-0.6605367,food,3
29.027937,50.553772,food,4
68.39125,-3.0848339,food,3
38.235004,-5.442139,food,3
47.77247,6.6655154,food,3
52.071514,-7.3818073,food,3
62.21961,-4.086053,food,3
64.34758,9.074481,food,3
42.385044,0.3494875,food,3
72.18899,-7.266134,food,3
50.317608,2.9550796,food,3
55.118767,7.9673076,food,3
32.584175,-15.798789,food,3
53.834026,13.633698,food,3
56.50773,0.76464546,food,3
55.252354,12.838805,food,3
67.86178,-15.112315,food,2
59.064445,-14.801803,food,3
66.0645,-11.490919,food,3
50.107513,-17.112356,food,3
66.05097,-13.64378,food,3
22.454361,0.17909352,food,3
30.890408,-6.2693048,food,2
51.933147,12.222764,food,3
63.166748,10.19835,food,3
6.4171314,8.837292,food,4
68.200066,14.49606,food,3
0.7065866,16.509108,food,4
36.043907,29.459425,food,4
53.22411,-5.0409884,food,3
52.674084,-14.082677,food,3
52.792736,0.3754728,food,3
26.977774,-3.3522503,food,2
26.762651,31.814156,food,4
70.89687,-0.43742594,food,3
54.582188,-6.132875,food,3
61.065407,1.8447319,food,3
30.46896,0.77771676,food,3
56.921917,7.244292,food,3
58.578064,1.1931151,food,3
70.451225,-19.166208,food,3
63.015476,5.4760222,food,3
62.23767,17.025269,food,3
28.007751,2.3444808,food,4
58.276405,5.6181483,food,3
52.017925,-17.974821,food,3
59.336857,-15.488047,food,3
43.137047,0.37639338,food,2
61.779007,-10.625073,food,3
46.285915,5.279977,food,3
53.606453,4.763946,food,3
61.093033,-6.5217967,food,3
55.154224,-9.520997,food,3
52.389874,-6.978201,food,3
63.728638,-11.827826,food,3
34.258842,-7.737347,food,3
59.405426,-16.303331,food,3
4.514292,-1.5921701,food,4
71.135056,-10.524484,food,3
48.679943,4.2532034,food,3
38.95188,-17.427492,food,3
45.64598,-20.59367,food,3
25.425703,6.2279215,food,4
67.82506,-9.5907955,food,3
64.84602,-2.0656471,food,3
62.555782,-11.626779,food,3
32.796604,10.071893,food,4
47.405716,3.5856533,food,3
47.911633,10.11083,food,3
39.672028,3.7185545,food,3
65.32328,-16.494978,food,3
35.11931,12.053838,food,4
35.08739,-24.11734,food,2
53.644382,-1.6376516,food,3
52.422276,-14.121229,food,3
43.002083,3.9035075,food,0
64.114105,-5.4231815,food,3
-18.043016,47.79701,food,4
57.017284,9.694233,food,3
59.060223,19.305582,food,3
73.81708,-3.7364368,food,3
52.714027,-9.629096,food,3
61.057903,-12.715365,food,3
-0.47974125,-10.050762,food,3
53.138836,-5.018086,food,3
59.060223,19.305582,food,3
48.895733,-3.3774254,food,3
32.064243,16.65717,food,3
60.528595,-1.4438525,food,3
61.483734,8.890873,food,3
56.5061,-21.41413,food,3
69.18284,8.475015,food,3
62.011417,-7.2280216,food,3
46.08515,-14.676114,food,3
27.880001,5.7348313,food,4
45.065628,4.081694,food,0
57.255802,-0.06290056,food,3
49.717804,1.5738615,food,3
54.593616,-3.2651231,food,3
55.384274,3.6942854,food,3
53.356686,14.524724,food,3
23.718729,-6.5981674,food,3
52.04861,-1.3134298,food,3
3.483834,-10.750891,food,0
67.29108,-6.670127,food,3
55.066345,-9.242411,food,3
61.56792,-12.269453,food,3
61.805607,-4.9601703,food,3
-26.734827,41.230747,food,4
67.34972,-15.965149,food,3
63.723335,5.4189095,food,3
44.429337,3.406634,food,2
16.27157,1.1744399,food,4
73.08313,-14.2068815,food,3
60.91833,-1.9487113,food,3
64.89245,-17.188547,food,3
60.316055,13.997677,food,3
38.38551,16.618832,food,3
44.265488,-2.341776,food,3
20.137693,52.835144,food,4
36.19811,-4.180746,food,3
40.95429,4.3808236,food,0
52.272476,-10.309945,food,3
61.98165,-3.5376925,food,3
52.77938,15.5011215,food,3
53.7889,-26.177732,food,3
58.831596,2.606955,food,3
34.5058,3.2241445,food,3
10.179017,12.243709,food,4
54.3977,-6.6530824,food,3
59.344185,-2.0621223,food,3
53.5783,3.1129868,food,3
35.093266,0.8352239,food,4
66.91647,-5.150426,food,3
34.015457,-5.9991555,food,4
74.21076,-5.228548,food,3
49.278606,10.459301,food,3
42.49804,14.478191,food,4
71.70092,-8.552839,food,3
8.548547,-2.4776692,food,4
39.853897,-3.7459733,food,3
66.821976,-11.271138,food,3
75.25019,-0.16799113,food,3
34.600697,-8.22672,food,3
30.401207,1.8234954,food,3
68.2433,14.4889765,food,3
64.29711,-5.3311906,food,3
46.997425,38.988766,food,4
63.714165,-18.226788,food,4
70.61135,-4.4256744,food,3
65.257324,-5.138783,food,3
-8.769271,1.3319988,food,3
41.540813,7.103621,food,3
60.61597,-23.118992,food,3
15.536104,-9.566958,food,3
50.85823,-11.879401,food,3
28.567404,-10.929849,food,4
29.70402,0.49675804,food,3
47.82145,-13.114565,food,3
36.61574,6.6480703,food,3
68.14188,10.007584,food,3
66.11262,-9.197445,food,3
55.917713,-7.9338293,food,3
61.44756,-10.17686,food,3
28.01169,8.683635,food,4
57.248158,-2.0163152,food,3
42.34205,7.2326202,food,3
68.994965,-12.829251,food,3
47.339573,-5.8896394,food,3
16.36663,4.6013737,food,4
59.802105,13.378202,food,3
37.241367,7.8811874,food,3
70.73856,3.0817444,food,3
-13.114859,34.7463,food,0
32.61433,8.013071,food,3
53.067837,-5.0493464,food,3
68.99084,8.59173,food,3
37.3885,-5.9529963,food,3
53.575367,0.85509205,food,3
39.51009,3.0727396,food,3
52.74439,2.2480705,food,3
55.11693,2.648488,food,3
70.613884,-4.423972,food,3
36.138096,-18.554497,food,2
52.64856,7.2053227,food,3
37.133785,0.99636805,food,3
64.193115,11.567017,food,4
59.019737,-3.6135168,food,3
45.49825,4.5103626,food,3
54.45546,-14.659042,food,2
60.22626,-17.900043,food,3
55.342167,4.7072034,food,3
58.879086,10.020091,food,3
41.482067,-10.400282,food,3
67.40483,-9.806252,food,3
36.85611,8.437631,food,4
69.77876,5.444847,food,3
49.726425,-17.354193,food,2
65.013565,-9.474775,food,3
35.334713,1.282404,food,3
22.454361,0.17909352,food,3
37.97993,11.4367,food,2
43.36595,-13.574327,food,3
22.729158,14.206543,food,0
39.72858,-3.3476028,food,0
28.631636,13.229016,food,3
3.9395535,-22.405237,food,0
49.690845,-4.910214,food,3
31.48409,12.307578,food,4
29.065363,-10.497167,food,3
-19.364613,22.103033,food,0
27.55471,10.595853,food,3
47.831493,1.7807727,food,3
56.703762,0.39714575,food,3
-17.012619,29.26837,food,4
51.47847,-18.038212,food,3
49.951233,0.56137204,food,3
13.363551,19.628405,food,4
40.879696,15.323923,food,3
50.436306,8.064441,food,3
52.858856,-2.6344538,food,3
49.742332,-5.495885,food,3
47.042706,4.847925,food,3
48.891964,5.8085866,food,3
50.079437,-15.145167,food,3
67.33791,0.6678058,food,3
57.254826,-8.254381,food,3
44.57632,-4.6731715,food,3
52.788322,-0.17312258,food,3
35.080105,7.467705,food,2
31.831135,4.1506395,food,3
53.83535,-17.541315,food,3
32.49021,-15.744422,food,3
51.670383,12.392116,food,4
23.289164,-2.5649815,food,4
36.78092,9.76743,food,4
48.54903,2.739104,food,3
43.856,5.779281,food,4
31.523872,-6.796705,food,3
56.851337,-13.963559,food,3
57.518368,-6.139519,food,3
63.85719,-10.09702,food,3
53.4181,-21.840187,food,3
49.716362,-2.0209746,food,3
43.187046,-0.89068276,food,3
-4.1218762,6.6669216,food,0
44.066082,-6.890276,food,3
59.40187,-7.3759894,food,3
43.0832,5.6603694,food,3
32.530346,-9.887376,food,4
31.653679,2.1072252,food,4
-5.035005,53.306225,food,4
74.51705,-4.337128,food,3
56.06993,-6.6499805,food,3
55.699898,-2.8003516,food,3
-38.616558,-31.900223,food,3
54.07927,-25.236206,food,3
61.189377,-5.264939,food,3
-34.338955,43.478394,food,3
-18.043016,47.79701,food,4
62.708035,-15.429774,food,3
35.337273,28.50592,food,4
63.353893,-4.173786,food,3
65.8426,-8.413819,food,3
61.13234,-13.130929,food,3
20.578568,-7.8714924,food,0
39.785442,5.978705,food,3
26.226357,-3.2795467,food,3
63.28789,-2.4744067,food,3
56.695606,-14.266744,food,3
31.12674,2.5135763,food,4
60.84163,-3.200845,food,3
52.90043,5.2674894,food,3
41.02276,-7.5247164,food,3
51.075756,-5.4433384,food,3
60.018772,4.5830307,food,3
53.208782,20.144716,food,2
42.42647,11.367041,food,3
59.71143,-8.496553,food,3
53.67152,0.021296276,food,3
46.97654,8.844759,food,3
48.70181,8.611294,food,3
18.80341,13.030457,food,4
30.586733,7.038505,food,4
57.641724,-9.951529,food,3
38.957207,4.28746,food,3
53.741722,6.2602124,food,3
55.86261,1.4202793,food,3
28.538214,-6.866818,food,3
56.027214,-12.15479,food,3
55.506504,2.18126,food,3
49.177193,0.4278997,food,3
53.915096,4.2621546,food,3
43.812893,-16.728615,food,3
67.263145,-5.3270707,food,3
55.3483,-4.7874527,food,3
30.303862,-7.562712,food,2
23.793308,5.318972,food,4
58.54558,3.70461,food,3
42.02439,2.2713017,food,0
65.44915,-4.450123,food,3
33.261116,-10.365578,food,3
43.68543,6.1068964,food,3
29.624132,1.7043573,food,3
35.31772,9.074985,food,4
30.075893,21.902475,food,4
67.29947,-4.63866,food,3
61.471767,3.7416704,food,3
35.140156,11.906423,food,3
51.98463,18.028824,food,4
49.6579,-9.992723,food,3
44.869324,-0.4544216,food,3
30.828907,15.128769,food,3
46.92426,-1.9199857,food,3
62.874615,0.52799773,food,3
41.729458,5.952879,food,3
56.3803,-0.7563842,food,3
28.06096,-6.6667933,food,0
47.894775,-5.1540985,food,2
42.73662,-4.058747,food,3
31.275227,-5.0251613,food,3
63.465107,2.1514795,food,3
35.459602,5.2941318,food,3
24.21734,-34.43815,food,2
36.889782,-14.407935,food,3
67.78193,-13.18523,food,3
46.67706,1.2553029,food,3
67.26753,3.2890325,food,3
45.579224,6.9656205,food,3
52.65007,-23.155401,food,3
65.99579,2.2115827,food,3
51.470425,-19.327835,food,3
10.304541,-4.6764035,food,4
52.0561,9.130211,food,3
45.071224,5.485039,food,3
25.99643,8.314254,food,4
49.586006,-17.225557,food,2
25.316715,-3.641458,food,0
-3.4445028,-8.750217,food,0
37.363354,0.31882548,food,3
55.890114,4.4357133,food,3
50.10229,-7.9236717,food,3
59.22216,3.1044695,food,3
51.081867,9.790282,food,3
55.984444,-2.0664008,food,3
36.6245,-8.009761,food,3
52.480637,-23.46621,food,3
42.48564,-19.331726,food,3
56.90742,2.189798,food,3
69.732285,-8.751438,food,3
53.581043,11.065352,food,3
40.84433,4.352417,food,3
66.479866,4.8651967,food,3
39.977222,5.940028,food,3
63.760323,-6.5821295,food,3
49.921555,-15.955484,food,3
51.32416,-1.9882077,food,3
33.681652,-31.721394,food,3
38.799603,-17.542032,food,3
27.62495,5.283244,food,3
71.44084,-9.93575,food,3
55.442204,-22.151356,food,3
44.077698,3.4413452,food,3
45.15358,-10.56438,food,3
62.16662,-15.465666,food,3
71.69767,-9.774033,food,3
20.222006,14.63114,food,4
34.894558,11.755729,food,4
40.496456,12.059567,food,3
62.258247,9.327438,food,3
70.451225,-19.166208,food,3
26.72194,-5.8611507,food,3
46.439346,-7.250166,food,2
56.53222,15.144452,food,3
64.01404,5.727765,food,3
41.951225,-2.2152312,food,3
44.67254,45.256676,food,4
59.77451,-5.8401804,food,3
61.18709,6.141033,food,3
75.53318,-3.8432972,food,3
-24.51855,-26.079842,food,0
53.461426,5.2591143,food,3
51.17956,-8.219719,food,3
61.866215,-15.994803,food,3
55.71717,-21.974512,food,3
28.41704,2.888461,food,3
48.778343,-1.6176765,food,3
39.44091,1.4354204,food,3
51.60253,17.719496,food,3
59.44714,-11.633184,food,3
45.44089,5.549362,food,3
55.740376,16.539295,food,3
38.24993,7.7230363,food,0
56.93966,3.3907874,food,3
59.66678,-6.0890174,food,3
30.93338,-23.85675,food,2
57.653904,-10.627346,food,2
41.15315,-28.439734,food,3
48.48889,-0.22395146,food,3
41.540024,7.589427,food,3
41.75637,12.988836,food,3
66.42992,2.1514935,food,3
64.024635,-9.988013,food,3
53.90957,-11.524886,food,3
63.481457,-5.921299,food,3
55.31095,9.60825,food,3
62.390858,-4.436492,food,3
54.925213,-20.81508,food,3
-22.980604,41.50607,food,4
51.15975,6.9104543,food,3
-0.4306022,7.2667027,food,0
12.562984,7.143382,food,4
13.80664,6.478345,food,4
20.635237,9.159476,food,0
49.15555,-14.345082,food,3
51.6584,20.4413,food,3
30.947435,5.498385,food,3
60.769527,-9.054927,food,3
38.26411,-13.441203,food,3
47.090893,8.060871,food,3
-19.008442,35.902687,food,0
38.814377,10.83219,food,3
46.497913,3.3489592,food,3
-6.5363693,-3.1808155,food,0
38.942833,24.178953,food,4
39.08744,-10.86628,food,3
62.895344,-17.906597,food,3
66.35211,-9.416735,food,3
59.743603,3.1403325,food,3
36.354656,-18.555223,food,3
-23.976784,37.119556,food,0
52.309216,-2.689084,food,3
57.6655,-3.6536424,food,3
55.011513,12.626129,food,3
41.752857,10.118126,food,4
61.297173,1.393586,food,3
6.4171305,8.837261,food,4
44.068768,4.570004,food,3
72.609474,-10.243196,food,3
39.90224,-0.58052737,food,0
32.223446,2.0108068,food,3
55.23088,15.636643,food,3
49.49154,-11.897952,food,3
43.18577,14.266501,food,3
30.092447,3.2205858,food,3
41.806496,-2.4706428,food,3
72.312,17.081718,food,3
-5.0741324,7.0033016,food,3
44.470856,9.647182,food,3
19.734982,0.5201167,food,0
55.284927,-0.516575,food,3
28.165396,-26.300093,food,3
61.200752,11.253372,food,3
51.596516,-3.8296707,food,3
-4.728255,10.03991,food,0
12.856185,2.3576527,food,3
46.052402,5.794756,food,3
35.73656,-5.778159,food,3
37.49906,-26.706442,food,2
37.814392,31.335135,food,4
54.4421,-16.014235,food,3
74.02828,11.600233,food,3
25.764164,-8.984187,food,3
59.119064,7.6686764,food,3
20.033234,13.25383,food,4
56.348717,-14.869588,food,3
30.145603,-27.566912,food,3
67.116104,-15.88962,food,3
25.009075,16.435312,food,4
49.24716,-1.7783648,food,3
63.28939,3.6626716,food,3
41.429253,13.832443,food,4
73.083244,-14.206766,food,3
57.7694,-4.710719,food,3
2.8596838,-4.2080226,food,0
53.21147,-19.197165,food,3
65.294174,-12.379496,food,3
34.218292,-4.246949,food,3
63.060368,9.718775,food,3
42.892754,-1.5181528,food,3
-21.719984,47.023808,food,3
53.619564,-23.052214,food,3
40.248497,-10.033255,food,3
47.89485,-5.154011,food,2
38.547375,7.827745,food,2
37.204388,3.8224437,food,4
59.922264,13.314433,food,3
17.93432,-2.0863209,food,4
29.709286,7.051338,food,3
27.372162,9.263178,food,4
-12.632478,22.131205,food,3
57.443214,-5.1877785,food,3
56.970295,0.9438605,food,3
20.424145,8.659775,food,0
54.918983,8.45071,food,3
66.711334,8.018211,food,3
26.751566,25.95962,food,4
48.20405,0.4761616,food,3
68.27954,-11.933614,food,3
56.02611,-23.35663,food,3
54.723972,1.0787141,food,3
44.677628,6.9146204,food,3
57.278828,-11.0880995,food,3
64.51363,14.897754,food,3
45.494556,11.555946,food,4
30.93373,9.211311,food,4
24.159906,11.793609,food,4
60.597298,11.808942,food,3
60.869854,-8.451682,food,3
57.775616,13.941571,food,3
58.578087,-7.8558264,food,3
47.34416,6.4907165,food,3
43.151,-0.32265824,food,2
57.31342,-5.8054295,food,3
36.88959,-14.407771,food,3
72.973404,-2.4515603,food,3
48.963238,7.6346087,food,3
69.75607,-14.994597,food,3
58.315746,14.060634,food,3
50.08785,3.5871732,food,3
30.744116,14.978493,food,3
40.119152,-6.8475595,food,0
42.411423,-3.8265047,food,3
